Age,SupportCallsLastYear,AverageBill,ChurnIndicator
46,1,41,0.015
72,0,11,0.033
41,0,57,0.003
15,2,55,0.004
77,0,27,0.046
10,9,106,0.043
23,0,12,0.048
41,1,60,0.007
9,0,89,0.006
40,4,81,0.032
25,0,85,0.002
7,0,79,0.011
67,0,56,0.006
29,5,66,0.051
56,1,63,0.012
7,8,56,0.035
5,0,35,0.02
64,4,49,0.026
77,1,30,0.041
56,0,36,0.014
34,0,67,0.01
11,2,102,0.031
58,9,105,0.041
47,1,80,0.021
28,0,15,0.022
25,1,61,0.009
73,0,95,0.002
7,3,41,0.101
46,1,26,0.018
2,8,56,0.06
11,5,27,0.033
4,4,88,0.048
25,1,70,0.019
77,0,42,0.007
78,1,80,0.021
11,1,54,0.001
13,4,40,0.015
71,5,28,0.133
71,0,61,0.004
28,2,49,0.022
49,0,72,0.016
76,0,104,0.003
10,2,62,0.03
10,1,33,0.033
75,1,94,0.018
52,1,36,0.037
2,6,54,0.024
19,0,26,0.01
15,0,12,0.005
25,4,104,0.027
7,7,55,0.069
55,0,86,0.007
32,0,63,0.013
38,0,29,0.011
17,3,63,0.002
60,0,85,0.006
65,0,21,0.022
73,0,83,0.001
78,2,32,0.007
65,0,20,0.008
18,0,25,0.014
79,0,35,0.021
23,4,95,0.018
48,8,88,0.001
8,1,85,0.006
35,3,81,0.024
71,3,87,0.013
43,1,38,0.022
57,2,59,0.041
76,2,97,0.009
51,6,82,0.083
5,4,28,0.047
11,6,60,0.065
48,0,60,0.004
69,10,17,0.145
25,0,97,0.001
19,9,14,0.054
77,1,71,0.007
28,0,58,0.002
67,0,11,0.079
2,2,87,0.009
37,7,12,0.146
76,2,100,0.009
20,0,106,0.005
21,0,97,0.006
55,0,56,0.005
50,0,105,0.008
55,0,91,0.011
72,3,68,0.016
40,5,104,0.011
64,3,60,0.038
4,2,42,0.073
26,3,38,0.058
36,4,35,0.036
63,3,94,0.001
23,3,52,0.043
37,6,43,0.009
51,1,59,0
59,0,23,0.007
26,0,108,0.002
18,9,109,0.01
13,0,19,0.003
66,0,50,0.012
14,1,19,0.113
78,0,43,0.027
60,1,90,0.027
7,7,23,0.111
53,1,94,0.017
10,0,97,0.001
35,0,67,0.007
30,0,43,0.028
68,1,34,0.009
73,0,109,0.004
72,6,27,0.017
21,0,110,0.005
18,0,23,0.031
32,0,55,0.016
63,0,66,0.009
46,0,50,0.003
45,5,35,0.06
54,1,34,0.06
53,2,16,0.016
72,3,98,0.023
44,0,11,0.035
40,1,81,0.006
13,4,16,0.181
20,0,71,0.003
67,0,19,0.024
73,10,95,0.054
60,1,15,0.018
14,4,94,0.041
59,1,22,0.117
26,0,67,0.017
61,0,64,0.014
33,0,35,0.011
39,3,32,0.065
14,7,56,0.092
4,0,26,0.022
39,2,65,0.001
34,0,38,0.016
42,1,63,0.021
44,0,91,0.004
73,5,58,0.106
36,1,27,0.001
18,0,75,0.005
29,0,38,0.008
3,0,11,0.048
22,2,110,0
22,0,69,0.003
7,5,58,0.054
26,0,52,0.002
33,1,35,0.027
16,0,79,0.004
3,0,91,0.002
5,0,17,0.039
59,8,14,0.231
32,2,27,0.055
49,1,23,0.062
41,6,30,0
53,0,45,0.015
1,0,69,0.008
32,5,29,0.137
27,3,50,0.015
55,1,99,0.014
7,0,29,0.006
74,5,38,0.096
30,4,81,0.011
59,0,94,0.013
70,0,87,0.008
21,0,13,0.013
16,0,93,0
68,0,11,0.085
32,3,75,0.013
28,4,86,0.005
58,2,61,0.042
13,1,89,0.023
48,3,97,0.021
17,5,15,0.059
6,0,53,0.007
39,3,62,0.018
15,2,37,0.001
51,1,62,0.021
42,1,29,0.025
42,8,12,0.491
20,0,73,0.016
57,1,14,0.049
42,0,84,0.014
46,0,50,0.018
62,7,72,0.072
5,8,71,0.059
6,0,106,0.002
0,1,62,0.019
14,1,90,0.006
30,3,50,0.036
41,1,67,0.036
2,1,75,0.015
52,3,73,0.032
78,1,20,0.098
15,1,33,0.005
48,5,70,0.076
47,7,78,0.052
52,8,43,0.211
64,0,108,0.007
23,0,75,0.014
63,0,81,0.002
3,6,97,0.027
28,0,51,0.007
8,0,84,0.011
35,0,98,0
25,0,17,0.004
40,2,39,0.018
77,0,46,0.002
59,4,29,0.003
1,1,97,0.017
11,1,39,0.031
24,0,19,0.001
19,4,67,0.011
11,0,93,0.006
21,0,72,0.008
66,0,86,0.004
73,1,11,0.035
23,5,104,0.038
80,3,68,0.033
70,2,84,0
35,1,97,0
45,0,102,0.002
8,3,25,0.02
33,1,37,0.003
54,0,38,0.003
15,1,71,0
2,0,38,0.007
78,0,85,0.009
18,1,36,0.009
29,0,16,0.049
6,6,53,0.017
76,2,93,0.015
13,0,77,0.007
68,9,37,0.198
66,5,24,0.012
16,0,52,0.004
35,3,47,0.033
77,1,77,0.02
59,0,72,0.012
75,1,86,0.003
50,1,55,0.013
51,4,72,0.013
9,2,80,0.031
12,0,45,0.004
76,0,46,0.013
72,6,50,0.012
46,0,69,0.011
56,0,106,0.004
18,1,27,0.102
15,10,70,0.091
70,0,19,0.025
44,0,35,0.011
77,2,17,0.03
78,2,99,0.002
39,1,66,0.008
49,0,34,0.01
77,0,46,0.002
2,1,101,0.014
32,0,48,0.006
41,9,15,0.014
1,0,94,0.001
69,0,80,0.002
28,0,102,0.007
36,0,73,0.012
30,0,30,0.021
60,0,76,0
75,4,52,0.022
74,9,29,0.469
66,2,71,0.041
75,1,108,0.003
26,6,14,0.082
63,8,50,0.001
11,0,91,0.006
1,1,25,0.007
74,4,38,0.004
52,1,84,0.025
70,1,37,0.053
14,1,58,0.021
74,1,97,0.001
76,0,70,0.001
19,7,105,0.079
36,0,103,0.003
5,0,97,0
64,10,23,0.335
40,0,31,0.003
45,0,89,0.005
37,1,102,0.004
61,0,23,0.007
69,0,86,0.001
69,1,15,0.044
50,0,71,0.001
70,4,101,0.043
13,1,105,0
74,1,29,0.008
18,0,104,0.004
66,0,66,0.009
12,0,64,0.002
78,0,90,0.007
8,0,60,0.017
19,1,99,0.016
64,3,33,0.031
44,1,26,0.004
60,0,44,0.009
56,2,12,0.138
22,5,69,0.028
41,9,95,0.059
18,0,19,0.007
52,1,56,0.023
37,7,33,0.125
53,7,108,0.004
54,5,37,0.07
8,2,94,0.007
54,6,24,0.175
26,6,53,0.123
40,4,26,0.06
56,2,48,0.02
3,0,44,0.008
39,2,67,0.002
66,0,22,0.045
3,2,49,0.03
10,1,24,0.018
23,0,52,0.014
43,1,32,0.035
46,0,24,0.001
67,3,81,0.014
59,1,110,0.012
3,1,94,0.01
69,8,20,0.158
19,1,19,0.025
26,4,67,0.012
42,1,29,0.033
45,1,25,0.047
4,0,98,0.003
6,2,28,0.115
52,0,95,0.011
0,0,43,0.004
59,5,60,0.011
8,0,91,0.004
74,2,78,0.002
62,0,68,0.004
38,1,26,0.016
70,2,27,0.093
79,1,93,0.011
73,1,81,0.014
9,2,84,0.002
11,3,67,0.023
28,0,57,0.002
70,1,31,0.009
22,2,48,0.035
41,0,109,0.001
50,0,74,0.003
13,0,69,0.002
66,4,67,0.041
0,0,18,0.055
76,5,47,0.006
28,1,43,0.039
52,4,85,0
3,1,94,0.003
67,1,12,0.024
55,1,25,0.003
54,0,17,0.022
48,0,89,0
8,1,57,0.009
67,1,62,0.021
70,6,82,0.014
32,1,105,0.002
69,0,89,0.007
39,9,80,0.013
66,0,87,0.006
51,7,94,0.078
80,4,87,0.027
70,0,102,0.005
48,2,31,0.068
22,0,108,0.001
22,2,75,0.001
75,1,38,0.025
29,3,24,0.112
28,1,14,0.043
37,0,27,0.024
20,0,85,0.001
43,9,39,0.199
60,0,17,0.032
66,1,46,0.014
29,1,68,0.018
65,3,75,0.015
27,0,39,0.008
27,1,66,0.002
46,1,96,0.009
7,0,42,0.009
68,5,42,0.001
39,3,35,0.01
64,0,43,0.004
15,1,95,0.004
36,1,13,0.041
45,5,41,0.036
11,1,26,0.008
39,1,92,0.002
15,4,28,0.03
79,2,56,0.018
73,1,70,0.027
25,4,80,0.014
78,1,48,0.004
1,1,98,0.004
76,0,76,0.007
7,0,59,0.011
64,3,101,0.006
53,0,86,0.005
57,3,33,0.01
66,6,86,0.025
33,0,14,0
12,9,52,0.016
34,0,13,0.078
24,0,91,0.002
31,3,100,0.002
3,0,82,0
77,0,108,0.009
10,1,85,0.013
17,0,46,0.007
45,7,18,0.201
31,3,34,0.12
15,1,62,0.001
32,3,92,0.037
44,0,89,0.003
60,0,94,0.005
28,1,94,0.009
70,0,80,0.009
23,1,76,0.007
29,0,65,0.006
35,7,87,0.07
65,3,14,0.081
31,7,19,0.388
19,6,77,0.042
78,0,16,0.013
11,0,15,0.036
54,0,104,0.002
16,0,19,0.032
57,7,81,0.04
46,0,21,0.013
38,0,49,0.014
28,0,32,0.006
74,4,29,0.038
0,4,73,0.045
41,7,21,0.211
31,5,78,0.072
39,1,21,0.065
10,0,50,0.005
4,3,106,0.032
2,0,76,0.008
30,0,84,0.003
42,1,40,0.037
79,1,27,0.044
8,4,42,0.003
34,0,31,0
69,0,89,0.002
26,3,78,0.025
53,0,68,0.009
40,3,76,0.007
69,9,68,0.145
74,1,87,0.001
18,1,49,0.005
43,0,79,0.002
35,4,79,0.027
2,1,25,0.025
42,6,31,0.016
38,2,54,0.009
37,0,78,0.006
53,4,25,0.021
59,0,86,0.002
60,0,77,0.008
42,1,20,0.006
28,0,76,0.009
67,0,93,0.002
35,1,39,0.042
32,1,53,0.013
3,6,77,0.045
33,0,30,0.013
79,0,105,0.003
53,1,93,0.012
17,8,108,0.073
48,5,31,0.012
53,4,80,0.02
55,1,75,0.018
46,0,93,0.013
37,1,73,0.011
25,8,79,0.03
65,8,95,0.027
62,0,30,0.003
78,3,79,0.034
57,0,18,0.016
44,0,43,0.01
55,2,41,0.004
50,6,44,0.018
44,0,66,0.001
30,1,106,0.003
24,3,22,0.089
69,6,85,0.081
13,0,38,0.011
23,0,31,0.023
12,0,13,0.007
47,1,73,0.014
5,0,94,0.003
1,4,61,0.099
54,2,49,0.006
32,0,48,0.001
6,2,82,0.005
12,0,47,0.008
35,1,22,0.031
37,10,82,0.066
40,0,107,0.002
23,7,70,0.059
18,0,11,0.04
78,0,75,0.002
14,1,14,0.017
21,7,81,0.026
10,1,66,0.01
38,2,108,0.004
6,0,69,0.002
57,6,20,0.234
18,0,67,0.012
74,2,85,0.016
32,0,97,0.008
65,0,103,0.003
71,1,37,0.044
64,2,83,0.021
39,0,110,0.002
47,0,81,0.009
61,3,10,0.02
7,0,110,0
71,1,84,0.009
58,2,76,0.034
75,0,103,0.009
79,3,56,0.01
43,7,44,0.092
8,1,17,0.035
10,0,25,0.02
56,7,47,0.167
78,4,51,0.032
60,4,29,0.177
77,0,21,0.006
70,1,56,0.001
78,0,43,0.013
54,0,16,0.009
69,0,63,0.003
52,0,39,0.019
62,2,100,0.006
74,2,59,0.027
41,0,59,0.004
13,5,51,0.078
3,3,47,0.031
9,1,13,0.031
20,0,102,0.003
79,8,88,0.031
30,0,63,0.014
66,0,55,0.001
48,0,23,0.023
9,0,61,0.004
37,0,35,0.015
74,0,21,0.003
52,0,90,0.004
30,1,22,0.031
7,7,34,0.113
46,3,85,0.034
80,0,12,0.016
41,0,73,0.014
55,8,97,0.062
23,0,47,0.012
35,1,57,0.016
37,10,23,0.243
49,4,49,0.024
6,1,62,0.033
32,0,90,0.006
27,1,62,0.001
47,2,69,0.023
80,0,46,0.008
31,5,46,0.098
43,0,86,0.004
79,4,107,0.025
66,1,28,0.057
35,1,87,0.005
47,1,37,0.031
35,4,78,0.021
36,0,95,0.001
47,6,64,0.039
30,0,19,0.016
61,1,73,0.001
17,7,35,0.112
76,0,68,0.001
4,0,71,0.005
2,3,107,0.004
55,0,109,0.002
68,0,96,0.003
49,1,52,0.003
72,4,63,0.037
73,2,43,0.002
17,0,61,0.004
60,8,36,0.157
18,0,44,0.015
19,0,15,0.038
14,1,29,0.01
42,8,41,0.042
17,1,97,0.014
9,0,38,0.011
31,0,30,0.008
49,2,23,0.026
39,0,106,0.003
5,4,78,0.06
79,1,70,0.006
79,2,79,0.008
2,2,12,0.234
70,1,83,0.019
57,0,43,0.008
3,2,86,0.034
64,1,43,0.01
32,1,54,0.013
28,1,44,0.005
70,9,76,0.176
64,0,44,0.005
33,0,96,0.006
44,2,109,0.009
47,1,27,0.029
23,1,45,0.007
9,4,84,0.053
59,0,36,0.006
65,2,45,0.018
11,4,33,0.053
69,10,82,0.133
26,1,53,0.029
42,2,30,0.074
58,0,39,0.004
54,0,32,0.006
40,1,100,0.012
53,0,19,0.04
79,3,56,0.04
28,1,109,0.009
53,0,12,0.043
77,0,41,0.01
60,9,32,0.291
75,1,39,0.015
80,0,31,0.005
66,8,87,0.02
4,0,56,0.009
10,0,68,0.005
63,5,103,0.055
59,8,54,0.041
42,0,104,0.005
13,1,64,0.008
36,0,66,0.013
8,1,80,0.011
25,0,87,0.002
20,0,24,0.009
21,4,62,0.021
13,6,15,0.316
43,2,85,0.001
23,0,41,0.001
64,3,104,0.026
14,1,72,0.019
15,0,39,0.006
49,1,18,0.101
16,1,42,0.003
67,1,10,0.065
65,0,95,0.003
79,7,13,0.353
13,6,81,0
41,0,83,0.009
41,9,40,0.096
71,1,15,0.029
42,0,98,0.002
12,1,92,0.008
52,2,24,0.036
6,1,19,0.033
22,0,72,0.007
12,0,102,0.001
72,0,50,0.004
23,0,45,0.002
73,1,40,0.027
71,2,100,0.026
52,7,12,0.727
40,1,62,0.021
3,1,15,0.041
37,3,66,0.021
16,1,36,0.002
65,7,24,0.098
51,0,22,0.01
40,9,77,0.001
47,0,93,0.01
13,0,51,0.008
13,0,57,0.005
52,1,91,0.011
79,3,101,0.01
2,0,49,0.002
6,6,98,0.013
7,0,72,0.004
45,9,41,0.012
57,1,17,0.006
47,1,68,0.009
14,5,67,0.032
33,0,80,0.003
35,0,43,0.004
50,1,26,0.025
42,0,83,0.004
60,0,12,0.039
79,0,42,0.022
79,7,101,0.071
73,2,91,0.002
67,0,79,0.001
76,0,31,0.019
43,1,67,0.013
48,0,98,0.012
58,1,91,0.016
56,4,16,0.173
44,0,63,0.011
3,0,74,0
15,2,26,0.012
62,6,52,0.019
68,0,68,0.003
76,1,77,0.005
28,6,41,0.07
76,4,89,0.004
72,0,21,0.001
74,1,30,0.014
9,0,109,0.005
73,1,22,0.01
78,7,43,0.099
2,0,36,0.008
60,2,90,0.006
50,0,65,0.013
14,6,92,0.009
39,1,54,0.015
56,6,87,0.039
25,0,43,0.012
1,0,66,0.008
74,1,14,0.011
42,0,27,0.02
59,2,52,0.018
26,6,19,0.156
78,3,16,0.029
64,1,36,0.002
41,1,104,0
80,0,64,0.003
75,0,69,0.013
18,0,110,0.002
18,3,57,0.037
36,1,40,0.012
19,1,97,0.01
9,0,104,0.009
67,0,88,0.008
51,0,41,0.006
29,3,109,0.003
54,1,26,0.009
19,0,100,0.008
26,6,85,0.042
64,7,60,0.089
23,2,73,0.001
49,0,21,0.03
14,1,26,0.045
56,5,44,0.126
6,1,41,0.003
34,2,76,0.029
30,0,30,0.006
38,3,84,0.004
15,7,31,0.023
19,3,84,0.061
25,0,67,0.004
15,0,83,0.002
2,0,77,0
52,0,28,0.019
15,7,41,0.002
1,1,72,0.004
66,8,91,0.076
54,2,78,0.023
21,0,69,0.007
68,0,82,0.004
36,2,66,0.017
79,2,91,0.001
64,0,86,0
32,2,90,0.017
44,2,13,0.003
58,5,79,0.016
61,0,13,0.006
37,8,71,0.028
59,0,109,0.001
23,2,22,0.072
48,0,33,0.009
0,3,54,0.043
1,2,47,0.064
69,0,43,0.006
69,7,63,0.024
36,1,101,0.01
41,2,57,0.02
47,0,16,0.029
12,1,44,0.011
17,1,78,0.005
32,8,71,0.047
4,1,45,0.003
6,0,41,0.032
20,0,16,0.039
64,0,66,0.001
7,0,56,0.004
3,1,38,0.018
31,2,19,0.12
48,1,106,0.003
27,0,68,0
70,0,91,0.009
1,1,45,0.02
46,0,17,0.028
35,7,79,0.102
70,0,85,0.01
28,1,78,0.023
20,1,41,0.054
59,1,96,0.006
48,0,105,0.011
76,0,92,0
57,6,54,0.078
9,3,52,0.046
61,0,50,0.001
4,0,70,0.003
67,0,15,0.002
6,1,14,0.142
72,0,23,0.008
15,0,99,0.002
54,0,96,0.007
31,9,23,0.398
1,1,17,0.074
33,3,22,0.065
34,3,83,0.006
42,3,105,0.022
53,5,49,0.038
62,0,46,0.007
72,7,15,0.297
67,1,56,0.021
47,0,35,0.019
5,0,63,0.011
48,3,16,0.094
32,4,44,0.087
37,2,66,0.045
59,0,99,0.001
37,1,64,0.009
30,4,74,0.045
33,0,66,0
58,4,63,0.003
6,7,12,0.882
10,1,16,0.015
76,2,93,0
41,1,109,0.003
23,8,58,0.033
44,0,109,0.006
50,7,49,0.041
17,0,79,0.004
12,0,53,0.016
38,0,103,0.002
44,0,27,0.014
63,2,63,0.045
6,0,104,0.004
27,0,31,0.019
1,0,53,0.014
7,0,96,0
15,0,32,0.004
54,1,86,0.023
54,0,24,0
32,2,91,0.017
17,0,63,0.004
35,0,90,0.013
12,0,99,0.005
78,0,79,0.004
12,1,38,0.033
50,1,87,0.018
19,9,91,0.04
22,1,33,0.018
76,2,96,0.006
56,0,57,0.011
52,1,91,0
59,10,89,0.038
74,2,35,0.05
49,2,74,0.027
6,2,58,0.03
69,3,78,0.024
18,3,12,0.061
52,2,11,0.065
21,0,71,0.013
23,6,108,0.048
52,0,69,0.004
27,2,49,0.039
5,0,30,0.03
3,1,79,0.026
42,7,107,0.025
76,0,67,0.014
22,8,23,0.239
15,1,15,0.062
11,0,29,0.005
72,0,65,0.008
38,3,63,0.026
78,2,46,0.052
26,1,84,0.002
51,5,19,0.217
61,0,26,0.024
46,0,15,0.013
41,0,56,0.022
56,3,73,0.011
30,0,63,0.002
4,0,42,0.01
15,0,71,0.018
71,4,102,0.029
26,1,52,0.026
2,7,47,0.072
42,1,108,0.008
56,4,87,0.031
77,1,101,0.001
70,0,101,0
23,0,81,0.006
29,0,88,0.002
69,1,74,0.014
59,0,65,0.001
40,1,50,0.017
34,0,23,0.012
74,0,17,0.034
23,3,94,0.007
58,0,100,0.011
60,0,36,0.02
1,3,41,0.005
13,0,19,0.034
37,3,48,0.032
31,8,46,0.041
43,1,88,0.005
29,0,26,0.014
25,0,104,0.005
44,7,25,0.041
41,0,52,0.005
23,1,110,0.009
52,0,64,0.004
49,0,105,0.004
4,0,21,0.008
26,0,109,0.002
36,1,31,0.02
3,0,97,0
40,4,89,0.021
11,1,99,0.006
37,9,98,0.004
34,4,108,0.027
62,0,107,0.007
24,0,23,0.047
48,0,100,0.005
65,3,77,0.037
32,2,95,0.009
56,0,34,0.009
55,0,31,0.005
71,1,57,0.009
28,0,53,0.021
26,5,30,0.021
61,0,30,0.026
29,4,90,0.073
32,2,98,0
9,0,18,0.002
8,0,49,0.003
6,0,91,0.002
34,9,46,0.029
0,0,99,0.007
47,1,10,0.095
12,5,47,0.032
13,0,86,0.009
29,4,43,0.12
35,1,80,0.001
63,9,61,0.156
57,2,61,0.049
17,0,25,0.005
73,0,91,0.001
24,0,54,0.004
46,0,98,0.009
76,3,46,0.006
58,0,83,0.005
62,0,106,0.001
39,0,39,0.026
7,0,23,0.004
1,1,22,0.029
17,0,24,0.022
28,0,56,0.024
25,0,90,0.007
32,0,55,0.001
74,0,100,0.008
61,5,30,0.011
20,3,61,0.025
13,0,33,0.022
56,4,43,0.004
47,1,95,0.02
30,1,109,0.009
48,3,49,0.001
47,0,55,0.007
4,0,109,0.007
37,2,62,0.021
42,1,41,0.025
6,1,99,0.006
7,1,21,0.055
35,0,46,0.007
59,1,32,0.065
14,0,77,0.002
15,0,61,0
29,1,55,0.017
80,0,21,0.001
78,1,48,0.014
23,1,19,0.109
40,0,10,0.115
13,0,68,0.004
57,7,80,0.037
12,7,49,0.134
5,0,54,0.012
28,1,36,0.027
19,3,25,0.021
9,0,80,0.004
42,7,100,0.01
10,0,14,0.089
54,2,71,0.021
52,3,96,0.03
17,10,48,0.024
4,0,101,0.005
62,1,71,0.013
47,0,81,0.016
63,2,79,0.01
1,0,106,0.006
25,3,50,0.068
79,0,44,0.001
44,8,18,0.535
55,3,80,0.013
78,1,44,0.021
5,0,95,0.009
60,2,24,0.012
62,0,22,0.005
34,0,27,0.034
69,2,90,0.021
52,0,97,0.003
9,10,15,0.158
79,1,48,0.042
67,1,97,0.004
70,2,80,0.014
43,1,37,0.005
41,0,64,0.018
63,7,71,0.041
78,3,11,0.35
65,2,53,0.008
69,1,86,0.016
31,0,25,0.007
9,0,80,0
43,4,55,0.059
17,0,38,0.009
38,2,11,0.016
62,5,104,0.026
62,8,96,0.012
12,2,59,0.041
71,7,91,0.052
28,0,84,0.012
5,5,83,0.015
67,0,18,0.05
51,0,97,0.004
65,1,107,0.001
71,1,11,0.012
17,1,44,0.014
66,7,82,0.002
11,0,94,0
11,1,99,0.015
22,1,76,0.018
3,0,36,0.015
78,6,105,0.086
9,1,43,0.027
23,1,97,0.005
45,3,89,0.011
46,8,98,0.079
32,3,102,0.011
24,0,97,0.003
43,0,33,0.017
32,0,26,0.005
58,6,92,0.011
55,2,88,0.015
69,0,59,0.004
70,2,78,0.034
1,1,52,0.035
66,4,62,0.004
50,1,81,0.018
11,0,13,0.01
30,7,55,0.056
18,1,79,0.016
61,1,98,0.005
49,1,84,0.015
69,1,22,0.048
36,1,12,0.012
9,0,109,0.003
11,1,36,0.033
11,0,11,0.001
37,7,23,0.089
28,0,35,0.001
65,1,87,0.002
76,0,56,0.007
67,0,81,0.001
76,0,69,0.001
63,0,12,0.001
68,1,82,0.003
27,1,77,0
16,3,50,0.018
13,7,11,0.175
13,0,52,0.012
53,0,48,0.007
34,0,28,0.011
67,9,76,0.025
71,0,43,0.012
73,0,64,0
26,2,72,0.029
0,0,79,0.007
12,1,59,0.017
14,3,76,0.022
35,0,93,0.012
71,2,14,0.057
29,0,109,0.002
29,8,98,0.015
32,7,80,0.135
79,1,11,0.048
41,0,105,0
39,0,25,0.02
39,0,81,0.004
28,0,27,0.012
37,1,55,0.017
0,0,92,0.002
39,0,58,0.004
41,2,100,0.003
60,1,58,0.01
20,1,37,0.036
27,1,95,0.018
41,0,65,0.017
79,0,19,0.012
7,9,44,0.006
42,0,95,0.007
54,0,39,0.001
56,10,17,0.573
56,0,72,0.003
36,8,67,0.074
22,10,34,0.004
55,0,59,0.002
9,3,64,0.028
5,0,101,0.01
64,2,46,0.044
23,2,27,0.034
60,0,107,0.003
2,1,22,0.042
67,3,97,0.042
79,1,29,0.028
29,1,58,0.001
66,2,70,0.016
43,3,83,0.01
24,0,41,0.023
46,0,59,0.015
38,0,49,0.004
25,3,56,0.047
6,3,85,0.007
72,0,14,0.023
58,0,21,0.026
34,3,55,0.031
1,6,19,0.031
12,9,66,0.178
27,6,70,0.042
48,3,25,0.092
76,4,81,0.046
50,0,54,0.003
46,4,92,0.014
59,7,108,0.016
62,0,87,0.011
42,0,104,0.007
25,0,75,0.003
51,3,54,0.053
45,4,64,0.042
6,0,89,0.004
10,7,78,0.028
7,1,45,0.014
22,2,37,0.046
76,1,70,0.005
79,0,93,0.006
22,0,32,0.002
43,2,18,0.012
70,6,91,0.043
64,0,105,0.002
29,0,80,0.004
61,10,104,0.09
65,0,107,0.009
16,5,102,0.011
59,2,16,0.038
43,1,20,0.055
55,2,56,0.035
48,0,90,0.004
6,0,19,0.016
47,3,15,0.094
6,4,76,0.018
78,4,26,0.037
73,8,82,0.013
24,0,86,0.006
19,1,23,0.024
51,0,40,0.009
3,0,57,0.021
78,0,89,0.003
25,10,21,0.633
73,0,37,0.012
4,1,14,0.038
22,0,82,0.002
32,8,67,0.076
60,9,72,0.033
62,0,20,0.043
64,1,54,0.009
26,6,65,0.015
37,2,101,0.032
52,1,33,0.057
47,9,96,0.01
33,1,74,0.009
23,9,107,0.022
34,0,19,0.013
10,1,46,0.038
8,2,58,0.02
3,4,68,0.068
43,3,94,0.009
34,1,31,0.025
47,9,55,0.148
44,1,36,0.021
55,1,54,0.01
43,1,87,0.01
23,0,101,0.013
22,1,47,0.017
44,0,108,0.002
61,0,80,0.006
68,0,78,0.01
54,1,67,0.038
13,2,13,0.01
64,7,16,0.342
1,0,26,0.015
59,0,82,0.012
2,1,32,0.082
71,2,25,0.015
53,0,60,0.009
23,9,77,0.086
21,3,64,0.063
72,1,93,0.008
62,5,93,0.062
68,5,14,0.04
12,1,106,0
35,0,93,0.008
50,0,74,0.013
80,1,36,0.025
58,0,99,0.014
52,8,12,0.281
23,1,93,0.019
16,1,62,0.008
77,10,51,0.153
76,2,89,0.009
46,1,68,0.004
55,8,88,0.008
57,0,67,0.006
13,1,58,0.003
35,0,78,0.001
13,1,89,0.006
27,0,75,0.004
78,7,79,0.05
16,3,79,0.024
20,3,34,0.025
70,0,46,0.015
48,2,37,0.029
72,6,21,0.091
19,7,76,0.015
69,4,16,0.023
43,0,38,0.009
21,0,70,0.014
17,0,47,0.009
56,0,12,0.002
22,1,42,0.031
13,0,60,0.017
2,1,30,0.042
61,2,34,0.009
77,0,43,0.011
55,1,100,0.003
30,4,104,0.026
78,1,61,0.007
19,2,20,0.08
27,3,75,0.017
61,6,28,0.014
19,3,60,0.029
43,0,27,0.015
19,0,62,0.004
4,3,102,0.014
68,0,71,0.018
27,3,88,0.04
51,1,94,0.003
30,0,35,0.009
40,1,35,0.011
75,0,68,0.009
31,0,16,0.022
6,0,36,0.004
10,2,57,0.029
15,1,30,0.081
62,1,14,0.049
57,0,63,0.014
56,1,82,0.003
2,6,104,0.031
44,0,48,0.008
5,0,100,0.005
59,9,82,0.047
46,0,106,0.003
8,1,57,0.023
15,3,38,0.028
70,1,90,0.004
66,3,76,0.014
79,0,100,0.001
13,2,107,0.004
68,1,80,0.007
10,0,51,0.004
80,0,50,0.011
58,5,85,0.03
77,0,95,0.007
48,5,55,0.023
26,9,96,0.022
52,0,102,0.001
10,1,31,0
16,1,39,0.005
21,0,57,0.003
27,5,10,0.658
25,2,44,0.031
63,9,25,0.077
28,0,10,0.055
40,0,71,0.001
21,1,50,0.009
6,1,40,0.007
78,0,83,0.008
63,2,28,0.018
15,5,100,0.01
4,1,102,0.006
47,0,47,0.001
49,0,87,0.003
51,0,82,0
57,0,52,0.001
23,0,33,0.02
55,1,105,0.007
20,0,38,0.005
53,6,84,0.014
43,0,83,0.003
51,0,72,0.007
33,1,33,0.006
37,1,65,0.009
66,4,63,0.032
16,0,28,0.005
30,1,77,0.004
58,0,71,0.005
26,0,107,0.002
53,0,43,0.004
49,6,25,0.185
41,0,95,0
22,1,59,0.023
30,10,57,0.009
59,0,31,0.012
10,1,79,0.003
8,1,96,0.014
75,4,80,0.021
4,2,29,0.015
46,1,78,0.007
62,0,36,0.001
24,2,95,0.005
47,1,104,0.004
8,1,14,0.034
37,1,13,0.071
5,2,26,0
40,3,65,0.03
15,4,61,0.014
61,4,105,0.027
63,0,94,0.004
49,0,78,0.002
34,1,109,0.002
74,5,33,0.024
10,2,40,0.013
23,3,93,0.027
38,0,58,0.01
45,0,41,0.005
16,6,59,0.052
62,9,71,0.03
31,0,58,0.006
4,1,24,0.024
20,0,69,0.003
31,4,106,0.013
17,3,18,0.235
32,1,46,0.034
46,0,25,0.02
39,1,56,0.014
72,0,103,0.01
52,4,47,0.018
75,3,68,0.025
69,2,46,0.044
46,0,93,0.01
75,0,33,0.001
76,1,75,0.009
58,0,38,0.005
42,2,74,0
46,7,83,0.034
57,0,61,0.013
36,2,48,0.006
49,6,80,0.011
39,8,88,0.045
33,0,78,0.003
1,0,74,0.015
17,7,11,0.153
33,0,42,0.004
75,1,78,0.01
80,3,40,0.057
45,1,17,0.065
